Text,label
" MSNBC Producer Reminds Idiot Trump That ‘Morning Joe’s’ Ratings Are Setting Record Highs (TWEET) Donald Trump spent his week on Twitter blasting Mika Brzezinski and Joe Scarborough, hosts of MSNBC s Morning Joe. Rather than focus on something important, like the fact that his party is trying to kick millions of people off of their health care and leave them to die, he would rather spout off about the host of a cable news show  bleeding badly from a facelift. I heard poorly rated @Morning_Joe speaks badly of me (don t watch anymore). Then how come low I.Q. Crazy Mika, along with Psycho Joe, came..  Donald J. Trump (@realDonaldTrump) June 29, 2017 to Mar-a-Lago 3 nights in a row around New Year s Eve, and insisted on joining me. She was bleeding badly from a face-lift. I said no!  Donald J. Trump (@realDonaldTrump) June 29, 2017He continued his attack, tweeting about Morning Joe being  low-rated   fake news.  Refusing to let it drop, he attacked again on Saturday, writing that Scarborough is  crazy  and Brzezinski is as  dumb as a rock. Watched low rated @Morning_Joe for first time in long time. FAKE NEWS. He called me to stop a National Enquirer article. I said no! Bad show  Donald J. Trump (@realDonaldTrump) June 30, 2017Crazy Joe Scarborough and dumb as a rock Mika are not bad people, but their low rated show is dominated by their NBC bosses. Too bad!  Donald J. Trump (@realDonaldTrump) July 1, 2017But MSNBC producer Jesse Rodriguez decided to set the record straight and remind Trump that Morning Joes is currently experiencing record high ratings. Apparently, our tweeter-in-chief missed the memo that the show had MSNBC s highest rating ever in the time period in the key demographic last quarter.Just a reminder about the @Morning_Joe ratings https://t.co/N6GTH99siw  Jesse Rodriguez (@JesseRodriguez) July 1, 2017Thanks to our viewers:  Morning Joe  had MSNBC s highest rating ever in the time period in the key demographic last quarter. pic.twitter.com/HL2J1SciBv  Jesse Rodriguez (@JesseRodriguez) June 27, 2017Ironically, Trump s own ratings have been sinking lower by the day. Maybe instead of attacking women on Twitter because he thinks are mean to him on TV, he should focus on doing his job and maybe try to not embarrass himself, the office of the presidency, and our entire country on a daily basis. Just a thought.Featured image via Getty/Olivier Douliery",Fake
"Justice Department antitrust nominee Makan Delrahim's hearing delayed WASHINGTON (Reuters) - The confirmation testimony expected on Wednesday for Makan Delrahim, who was nominated to head U.S. Justice Department’s Antitrust Division, has been delayed by missing paperwork, Senator Charles Grassley said in a hearing. Delrahim is a member of President Donald Trump’s transition team. “I’m disappointed we couldn’t go forward with Mr. Delrahim’s hearing this morning. We are still waiting on one piece of paperwork, which we understood we’d have by now. And I imagine that will be transmitted to us within another day or two, and we look forward to including him on our next hearing,” Grassley told the Senate Judiciary Committee.  Grassley, an Iowa Republican who chairs the committee, did not say which paperwork was missing. Senator Amy Klobuchar, a Democrat from Minnesota, called the missing document a “snag.” Delrahim was expected to move to the Justice Department after finishing up in the White House counsel’s office, where he  worked to steer Supreme Court Justice Neil Gorsuch through the Senate confirmation process. The Senate must vote to confirm Delrahim. As the proposed chief of the Antitrust Division, Delrahim would review corporate mergers at a time when many investors and corporate executives are anticipating a more relaxed view of deal-making. Former President Barack Obama’s administration faced a large number of megadeals in what one enforcer called a “merger tsunami” and blocked many of them. Before going to work at the White House after Trump’s inauguration in January, Delrahim was a lobbyist with the law firm Brownstein Hyatt Farber Schreck, LLP. One client in 2016 was health insurer Anthem Inc, which this year lost a court fight with the Justice Department over whether it would be allowed to merge with Cigna. Anthem has appealed the loss. ",Real
"Interior Secretary to make proposal on Bears Ears monument in test for protected land WASHINGTON (Reuters) - U.S. Interior Secretary Ryan Zinke is due to make a recommendation to the White House on Saturday on whether to rescind or resize Utah’s Bears Ears monument, setting the tone for the administration’s broader study of which lands protected by past presidents should be reopened to development. The 1.35 million-acre monument, created by former president Barack Obama at the end of his term and named after its iconic twin buttes, is the first of 27 national monuments that will be evaluated by the Department of the Interior after President Donald Trump ordered the review in April. The deadline for Zinke’s recommendation on Bears Ears is June 10, though an Interior Department official did not say when the recommendation would be made public. Trump had argued that previous administrations “abused” their right to designate national monuments under the U.S. Antiquities Act of 1906, and put millions of acres of land, mainly in western states, off limits to drilling, mining, logging and ranching without adequate input from locals. Conservation groups, meanwhile, have called Trump’s effort to alter existing national monuments illegal and irresponsible, and have vowed to challenge him in court. “Whatever comes out of these recommendations will give us an insight into how this administration takes its responsibilities to protect public lands and uphold conservation mandates,” said Nada Culver, senior counsel of the Wilderness Society, an environmental advocacy group.     The review taps into a heated national debate over Washington’s role in America’s wildest spaces: environmentalists and tribal groups support federal oversight, but many state political leaders, conservatives, and industry groups say the lands should be generating money for business, creating jobs, or yielding revenue for education and other public services. Bears Ears was created after years of lobbying by a coalition of five tribes, who say the area is sacred. Republicans, like Senator Orin Hatch of Utah, have argued, however, that Obama’s designation of the Bears Ears monument had weakened education funding in the state through its School and Institutional Trust Lands system - which delivers revenues from land development to schools. While the land encompassed by the Bears Ears monument is not believed to contain huge amounts of coal, oil or gas, several other monuments on Zinke’s review list do - making the Bears Ears decision important symbolically to industry groups. “Who is to say that, in the future, a president couldn’t just put a whole basin under monument designation,” said Kathleen Sgamma, president of the Western Energy Alliance, representing oil and gas companies. ",Real
" Mexico’s Former First Lady Rips Trump Visit, Says Mexicans ‘Repudiate’ His Hate Mexico s former first lady, Margarita Zavala, wasted no time slamming Donald Trump, who is set to make an appearance in Mexico, visiting current president Enrique Pe a Nieto, who invited the Republican nominee.From her twitter, Zavala denounced Trump on behalf of the Mexican people:Sr. @realDonaldTrump aunque lo hayan invitado, sepa que no es bienvenido. Los mexicanos tenemos dignidad y repudiamos su discurso de odio.  Margarita Zavala (@Mzavalagc) August 31, 2016Translation: Sr. Donald Trump: although they have invited, know that you are not welcome. Mexicans have their dignity and repudiate hate speech.Needless to say, Zavala s tweet was met with praise from Mexican citizens and other Spanish speaking individuals, who like Zavala, were offended by Trump s never ending barrage of outrageous lies about their country.Zavala, whose husband is former Mexican President Felipe Calderon, served in the country s Congress in the 1990s and is reported to be running for President herself in 2018. She was the country s first lady from 2006 to 2012. Calderon made headlines earlier this year when he told CNBC that Mexico would not  pay a single cent for such a stupid wall. Zavala is right   Mexico denounces hate speech, and they especially denounce Donald Trump, whose favorability in the country is a whopping 2 percent. If Trump thinks the world doesn t respect us now, he should see how much we ll be hated if he wins.With President Pe a Nieto s approval rating at 23 percent, Mexico could very well find themselves electing their first female president, Margarita Zavala, in 2018. Imagine if the United States and Mexico, two close allies, both had strong female leaders guiding the conversation, breaking up the good old boys club, and strengthening Latin-American relations.With Mexico up in arms about Trump s visit (and rightfully so), the message has been sent: our allies south of the border appear to be With Her. And they appear to be with Zavala, at least on this issue.Featured image via Gage Skidmore",Fake
" Meet The Black Man Donald Trump Tried To Murder (VIDEO) Donald Trump has often campaigned as the self-described  law and order  candidate in the 2016 presidential election. But one of the men Trump tried to persecute is speaking out against the reality TV star.As recently as last week, Trump argued that the Central Park Five should be behind bars. The men were five young black men who were railroaded by the criminal justice system and falsely accused of raping a white woman (known as the Central Park Jogger). Eventually, after they were imprisoned, another man was connected to the crime via DNA evidence and the Five were released. They received a court judgment and were rewarded monetary damages for their unjust incarceration.Trump took out a full-page ad during the trial, calling for the boys  execution. Now, one of those men, Yusef Salaam, is speaking out about Trump and his incitement and what Salaam describes as  calling basically for us to be murdered. Yusef Salaam said Donald Trump s infamous full-page ad calling for the deaths of the Central Park Five would in an earlier era been the impetus that sparked  mob justice    in a new ad against Trump. They had our names, our phone numbers and addresses in the papers so what would ve happened? Somebody from the darkest places of society would ve come to our homes, kicked in our doors, and drug us from our homes and hung us from the trees in Central Park. That would ve been the type of mob justice that they were seeking. Trump still refuses to accept that these men are innocent, part of a troubling pattern from the Republican nominee in a blas  attitude towards black concerns and safety. Asked during the debates about police brutality against blacks and the protests of the Black Lives Matter movement, Trump has instead gone at length about  stop and frisk  and inner city crime. It is his go-to position and rhetoric when speaking about black people.Featured image via screen capture",Fake
" How Hate Groups Raised MILLIONS Disguised As Charities Several white supremacist hate groups have been able to exploit federal law and raised millions while disguising themselves as charities, according to a new report. Espousing a hate message that advocates for a whites-only America where minorities are removed from the country, these groups are not subtle about what they believe in. Yet they were still able to pretend to be charitable groups in the eyes of the government.The federal government has allowed four groups at the forefront of the white nationalist movement to register as charities and raise more than $7.8 million in tax-deductible donations over the past decade, according to an Associated Press review.Already emboldened by Donald Trump s popularity, group leaders say they hope the president-elect s victory helps them raise even more money and gives them a larger platform for spreading their ideology.With benevolent-sounding names such as the National Policy Institute and New Century Foundation, the tax-exempt groups present themselves as educational organizations and use donors  money to pay for websites, books and conferences to further their ideology. The money also has personally compensated leaders of the four groups.The IRS actually has the power to exclude hate groups from being awarded a non-profit designation, but some experts believe that recent complaints about the IRS scrutinizing conservative scam groups that registered as non-profits has scared off the agency. They also don t have the full resources necessary to police these sort of groups.Even worse, the incoming Trump administration has coddled these groups, inviting them to cover his campaign and the 2016 Republican National Convention. In all likelihood rooting out hate groups using the tax code to give tax breaks to racist funders is unlikely to be a major target for the Trump team. It will fall to bureaucrats in the IRS and outside investigations to expose these groups.Featured image via Wikimedia Commons",Fake
" ‘Piece Of Sh*t’: GOP Senator Immediately Regrets Trolling Bernie Sanders Over Trumpcare The Republican  healthcare  plan is a travesty and the numbers don t lie. Sen. Orrin Hatch does, though. Sen. Bernie Sanders (I-VT) tweeted on Thursday,  Let us be clear and this is not trying to be overly dramatic: Thousands of people will die if the Republican health care bill becomes law.  Sanders is correct but he s being stingy with his numbers. Actually, tens of thousands of our country s neediest will die if Trumpcare becomes law and all because Republicans want to gift the wealthy with a tax cut.Let us be clear and this is not trying to be overly dramatic: Thousands of people will die if the Republican health care bill becomes law.  Bernie Sanders (@BernieSanders) June 23, 2017Medicaid saves lives and that s a fact that Hatch refuses to acknowledge. The Utah Senator responded to Sanders  accurate tweet, saying,  The brief time when we were *not* accusing those we disagree with of murder was nice while it lasted. The brief time when we were *not* accusing those we disagree with of murder was nice while it lasted. https://t.co/qr1rzon1cg  Senator Hatch Office (@senorrinhatch) June 23, 2017When was that brief time, Orrin? Was it when Sarah Palin called Obamacare the  death panels  then when the Affordable Care Act became law, lives were saved. Trumpcare assures death to thousands of vulnerable Americans.Twitter users reacted swiftly to Hatch s tweet.Well you could stop trying to actively murder us while you line your pockets. Just see how that works out for public discourse.  Dennis Perkins (@DennisPerkins5) June 24, 2017it is an unavoidable fact that people are going to die if this bill passes you useless cynical octogenarian piece of shit  joe mande (@JoeMande) June 24, 2017    in this  house  we   declare   orrin hatch is a murderer      David Kaib (@DavidKaib) June 24, 2017can we accuse you of trying to bankrupt people, then? Because that is also true  Greg Olear (@gregolear) June 24, 2017Have you guys considered not trying to pass laws that will kill people?  Parker Molloy (@ParkerMolloy) June 24, 2017hey man. fellow verified account here. i can cuss at you without being banned so here goes: you are a crap person, mister!  Virgil Texas (@virgiltexas) June 24, 2017But if thousands will die as a result, what do you call it, Senator? ""A good tax cut?""  HarleyPeyton (@HarleyPeyton) June 24, 2017Death panels, anyone?  Shannon Watts (@shannonrwatts) June 24, 2017Stop trying to kill people then dickhead  dan (@dannolan) June 24, 2017Stop trying to murder poor people  Steve Schreiber (@sschreiber13) June 24, 2017fuck you. im putting you in the toilet you old bitch. fuck you  jesse farrar (@BronzeHammer) June 24, 2017Vote no on the murder bill, Senator  David Greenwald (@davidegreenwald) June 24, 2017Hey quick question who came up with ""death panels""  Victoria McNally (@vqnerdballs) June 24, 2017How rude of us to point out the fact that Trumpcare will kill thousands of us and wreck countless other lives. We must mind our manners.  Lawrence Glickman (@LarryGlickman) June 24, 2017Well, we mustn't make our precious senators feel sad. That would be the greatest crime of all, apparently.  Kevin Gannon (@TheTattooedProf) June 24, 2017You're a fucking murderer dude. Make peace with it.  Prolific Jezzer ? (@leducviolet) June 24, 2017Healthcare is literally life and death. Life and death language utterly applies.  Matt Debenham (@debenham) June 24, 2017You're a repulsive liar who cares about nothing but money. Fuck you for hurting the American people, you soulless fucking monster.  beth ??? (@bourgeoisalien) June 24, 2017how can you stand being you  2ND AMENDMENT MUSLIM (@2dAmMuslim) June 24, 2017Obamacare is not perfect but Republicans insisted on a watered-down version before it passed and now we re left with a healthcare system that needs to be fixed but not eradicated. Some conservatives think that the GOP health care plan isn t cruel enough. We disagree with conservatives. This proposal to repeal Obamacare is cruel enough already. If it becomes law, it will destroy families, financially and emotionally. Sanders never mentioned the word  murder  in his tweet so we suspect that Hatch has a guilty conscience.As former Vice-President Joe Biden put it,  Slashing Medicaid hurts kids, the elderly, people with disabilities and those struggling with addiction. All for tax breaks for the wealthy. Hatch already knows this. The opioid crisis is sweeping across the U.S. and Republicans want to target a program which would help some drug addicts eventually become useful citizens in this country. By the way, the Senator s state ranks 4th in overdose deaths.Photo by Chip Somodevilla via Getty Images.",Fake
"U.S. lawyer defending travel ban grilled in court over Trump's tweets WASHINGTON/NEW YORK (Reuters) - Federal appeals court judges on Friday asked about President Donald Trump’s sharing of anti-Muslim videos on his Twitter account, as they grilled a U.S. government lawyer about the legality of the president’s latest travel ban. Judge Pamela Harris asked government lawyer Hashim Mooppan about Trump’s Nov. 29 online sharing of three anti-Muslim videos posted on Twitter by a far-right British party leader. Lawyers say that and earlier statements by Trump prove the policy is aimed at blocking the entry of Muslims, rather than the president’s stated goal of preserving national security. “Even with deference, construing them in the light most favorable to the president, it’s a little tricky to find the national security rationale in those” Twitter posts, Harris said at the 4th U.S. Circuit Court of Appeals hearing in Richmond, Virginia, monitored by Reuters over audio feed. This week, the U.S. Supreme Court allowed the ban to take effect while litigation over its ultimate validity unfolds. Certain categories of people from Chad, Iran, Libya, Somalia, Syria and Yemen are barred from entering the United States, as well as people from North Korea and some government officials from Venezuela. The Republican president has said the ban is needed to protect the United States from terrorism. However, Judge James A. Wynn Jr. said Trump “tweets the very thing” that his opponents claim is behind the ban. “What do we do with that?” On Wednesday, the 9th U.S. Circuit Court of Appeals held a hearing over the ban, in a separate case brought by the state of Hawaii. A lawyer from the American Civil Liberties Union argued against the ban on behalf of several refugee groups, civil rights groups and individual American Muslims who say they are harmed by the ban. Mooppan argued on behalf of the government that the latest travel ban should be considered on its own merits, and separately from statements Trump has made on social media or elsewhere that could be construed to be anti-Muslim. He noted that the latest iteration of the ban came after a review by government agencies. “I need you to explain to me how a review process by subordinate executive branch officials is an independent act that can cure the taint from presidential statements,” Harris, an Obama appointee, said to Mooppan. Judge Barbara Milano Keenan, also an Obama appointee, asked why nationality was more relevant than other factors such as gender in considering the potential for terrorist acts. “Could he ban the entry of all men until evidence showed further that men are not the ordinary and customary perpetrators of terrorist activity?” Keenan asked. “If 99 percent of terrorist acts are committed by men, aren’t we really protecting this country if we just keep out the men?” Mooppan pointed to previous bans on the entry of Iranians by Democratic President Jimmy Carter and Cubans by Republican President Ronald Reagan as examples of presidents who barred people based on nationality. ACLU attorney Cecillia Wang faced tough questioning from Judge Paul Niemeyer, who asked when it would be justified for courts to question the national security determinations of the president. “All foreign policy is a black box and it should be,” said Niemeyer, a George H.W. Bush appointee.  Trump issued his first travel ban in January. The order, which targeted several Muslim-majority countries, caused chaos at airports and was blocked by courts. He revised it in March, and that ban expired in September after a long court fight. It was replaced with the current version. The U.S. Supreme Court is expected to ultimately decide the issue in the coming months. ",Real
" WATCH Trump’s Former Campaign Manager TOTALLY Forget That John Kerry Lost In 2004 Corey Lewandowski is still beating the Trump drum on CNN, including defending Trump s campaign shakeup this late in the game. There s just one tiny problem   he s doing so by comparing this shakeup to John Kerry s shakeup in 2004 and we all remember how that election turned out.The comments came just after now-former campaign chair Paul Manafort resigned from the campaign, which just strengthened all the talk that Trump is past the point of no return and cannot win this election no matter what he does. Lewandowski tried to counter that by saying: This campaign is not the first campaign to make staff changes. If you look at John Kerry s campaign, when he was running, he was making changes as late as Labor Day, and don t forget we re still in August  No, I understand, but the change in 2004 that John Kerry made helped him actually do significantly better than what he was doing. So? Kerry still lost. There is no getting around that fact. Kerry lost by about 3 million votes and 35 electoral votes. Yes, it was a close election, but really? He still lost and we still got four more years of George W. Bush. It s hard to imagine that anybody of Lewandowski s age and background doesn t see that.This is the kind of ignorance that s pervading Trump s campaign. Things have gotten so pathetically bad that there are people saying the polls don t matter because his social media followings are huge and attendance at his rallies is huge. Tens of millions don t attend his rallies, and it should be patently obvious that his social media following is very heavily biased.Lewandowski is a perfect Trump proxy with his head full of cotton. The main difference between him and those currently on Trump s staff is that the cotton filling their heads is a little more coarse. Watch him completely screw up history below:Featured image via Drew Angerer/Getty Images",Fake
" National Security Expert Warns Of The DIRE Dangers Of Trump’s Plan For Intel Community (VIDEO) For the first time in our lives, we are entering an era where we have elected a president who is downright dangerous. Donald Trump is petty, childish, ignorant, thin-skinned, vengeful, and a wannabe dictator   and he will soon be the most powerful man on the planet. Well, it seems that there are some highly respected people who realize this, and hopefully they can keep us all safe during this travesty of a presidency. One such person is national security expert and former intelligence officer Malcolm Nance.Nance sat down for a chat with MSNBC s Joy Reid on Saturday morning, and he did not mince words when it came to the dangers of Trump, and what he believes the incoming president-elect strongman has in store for America s top spy agencies. First, Reid began: Let s just get to Donald Trump s refusal to be able to accept, Malcolm, the conclusions of the intelligence community even when the head of the intelligence agencies are sitting in front of him telling him this happened. Why in your view will he not just accept it? Nance s reply was most ominous: I think because, when Donald Trump made his statement on July 27th of last year where he asked for Russia to hack Hillary Clinton and release her e-mails, at that point he went from being an unwitting useful idiot to Russia to actually believing that they were working in his favor. To admit that now, in the face of all the evidence, he would believe that this would delegitimize his presidency and he will fight to the end to not allow this to become a narrative. Of course he will. It s a telltale trait of people with authoritarian tendencies to be unable to have their legitimacy questioned for any reason whatsoever. Trump will stop at nothing to prevent the media from talking about this. Hell, given his constant attacks on them, he may even try to use the power of the presidency to prohibit there being any sort of check on him for any reason, but especially when it comes to Russia.Nance continued: I suspect that in two weeks he s going to attempt to cover this all up and even gut the intelligence community. He is pushing this nation to a constitutional crisis of unprecedented magnitude, because no one has ever worked in the interests of a hostile nation and supporting, to a certain extent, a hostile intelligence service. Nance is exactly right. Trump is dangerous. He is looking to serve his own interests, not those of the United States of America. Should he continue along this path   and we know that he will   the people in a position of power to do something about him better damn well do it fast, lest he shred the Constitution and destroy American democracy forever.Watch the video below, via Raw Story:Featured image via video screen capture",Fake
"U.S. Senator Hatch says 25 percent corporate rate a challenge in tax reform WASHINGTON (Reuters) - Congressional Republicans and the Trump administration face a challenge reducing the U.S. corporate income tax rate to 25 percent, let alone to the 15 percent rate sought by President Donald Trump, the Senate’s top tax law writer said on Monday. Senate Finance Committee Chairman Orrin Hatch, in an interview with Reuters, said that getting the corporate rate to 25 percent from 35 percent would bring a sea change to the U.S. economy. But he added that bipartisan cooperation may be necessary for tax reform to succeed. The Utah Republican’s comments mark the first time that a member of the “Big Six” principals involved in high-level tax reform talks has described a 25 percent corporate tax rate as a challenge. In recent weeks, officials have described a target range of 20 to 25 percent. He described Trump’s 15 percent proposal as “very unlikely”. “In fact, it would be kind of miraculous if we could get it down to 25 percent or less. I’d like to get it down to around 20 percent. I’d love to get it at 15 percent if we could,” Hatch said. “But I think the odds are, we’re going to be lucky to get it down at all.” Twenty percent is the corporate tax rate proposed by Republicans in the House of Representatives.  He said success could hinge on getting Democratic support for tax legislation, saying he has had discussions on a bipartisan path forward with his committee’s top Democrat, Senator Ron Wyden. He called on Senate Democratic leader Chuck Schumer to “open the door” to cross-party cooperation. Hatch and other Big Six negotiators from the Senate, White House, Treasury and House issued a joint statement last week, emphasizing their commitment to sweeping tax law changes. On Monday, a White House aide said Trump would travel to promote tax reform in states including Michigan and Wisconsin. The White House hopes the House will vote on tax legislation in October and the Senate in November. “If we could get the corporate tax rate down to, let’s say, a maximum of 25 percent, it would be a sea change for this country. It would be great,” Hatch said. “In this current Congress, it’s almost impossible to change because the Democrats have just about slowed everything down to such a point that we can’t hardly move on anything. But I’m going to try to break through and get this done.” ",Real
"Trump was wrong to retweet UK far-right group: British PM May's spokesman LONDON (Reuters) - U.S. President Donald Trump was wrong to have posted anti-Islam videos on Twitter that had originally been published by a leader of Britain First, a fringe, far-right party, a spokesman for Prime Minister Theresa May said on Wednesday. “It is wrong for the President to have done this,” the spokesman said. “Britain First seeks to divide communities through their use of hateful narratives which peddle lies and stoke tensions. They cause anxiety to law-abiding people.  “British people overwhelmingly reject the prejudiced rhetoric of the far-right which is the antithesis of the values that this country represents: decency tolerance and respect.”  ",Real
"Scalise undergoes more surgery: source WASHINGTON (Reuters) - U.S. Congressman Steve Scalise, the No. 3 Republican in the House of Representatives, underwent another surgical procedure on Thursday, a source familiar with the lawmaker’s condition told Reuters one day after the Louisiana Republican was shot.  Additional procedures may also be necessary, the source said, speaking on the condition of anonymity because of the sensitivity of the situation.  ",Real
" Black Trump Adviser: Staff Doesn’t Care About Reaching Out To Black Voters It s no secret that Team Trump has a problem with minorities   and that is putting it kindly. Despite Trump s recent attempts to fake caring about black people by speaking to black voters in a mostly white Wisconsin suburb, it couldn t be more clear that it s all just an attempt to save face. Well, now, one black Trump adviser has actually admitted what we already knew: the Trump camp couldn t give two shits about minority outreach.Sean Jackson leads the Black Republican Caucus of Florida, and somehow he thinks that Trump actually likes black people. Jackson actually blames Trump s campaign staff rather than the Great Orange Racist himself for the abysmal polling results when it comes to African American voters. Jackson says: Mr. Trump really does have a sincere, passionate interest in black outreach, but his campaign staff has dropped the ball. I have been saying repeatedly that you cannot go into a black community in the ninth hour of a campaign and ask them to vote for a GOP candidate. The party has done a piss-poor job of courting the black vote over 50 years. So you have to have more vested interest in time and in your financial effort for the whole campaign, not just in the last 100 days. Well, Mr. Jackson, you got one thing right here: The GOP HAS done a piss poor job of reaching out to black voters for decades. There s a reason for that, though: the party is full of racists. That s just the truth, but being a black Republican yourself, I suppose that you either refuse to see or choose to overlook that fact. Just a couple of examples, to remind you. House Majority Whip Steve Scalise is the number three ranking Republican in the House of Representatives. He also once bragged to a reporter that he is, quote,  David Duke without the baggage. Then you have Rep. Steve King, who literally floated white supremacist theories on live television during convention coverage. And that s just TWO examples. We won t even get started on just how racist The Donald himself is.Wake up, man   Donald Trump and the GOP don t give a damn about black people. They just want our votes, and you ve fallen for their line of bullshit hook, line, and sinker.Featured image via Ralph Freso/Getty Images",Fake
" One Of Trump’s ‘Very Fine People’ Extradited To Charlottesville After Brutal Assault Dennis Lloyd Mothersbaugh, 37, has a long and violent criminal record and was charged at least twice before with threatening African-American men before he was arrested in late September and now, he s being extradited to Charlottesville after Internet sleuths found out his identity when he was seen on video brutally punching a woman in the face during a protest. Writer and activist Shaun King sounded the alarm, then the Internet went to work to ID the vicious racist. Lifelong white supremacist/Neo-Nazi, Dennis Mothersbaugh, being extradited to Charlottesville,  King tweeted.  Wearing his God, Guns, & TRUMP shirt. Lifelong white supremacist/Neo-Nazi, Dennis Mothersbaugh, being extradited to Charlottesville.Wearing his God, Guns, & TRUMP shirt. pic.twitter.com/eQlj4cg2Xf  Shaun King (@ShaunKing) October 6, 2017Mothersbaugh has a lengthy record.He's a gem. pic.twitter.com/6RqfrZgXqo  Wes Criswell (@CriswellWJ) October 7, 2017But wait there's more pic.twitter.com/2BpUjqXTM1  Wes Criswell (@CriswellWJ) October 7, 2017Here s a video clip of the Nazi punching a man in the face, then brutally assaulting a woman.ALL HANDS ON DECK!Who is this man? Slayer T-Shirt. White supremacist.Brutally assaulted 2 non-violent protestors in Charlottesville. pic.twitter.com/sZ29EPO0X0  Shaun King (@ShaunKing) September 12, 2017Mothersbaugh was arrested in Jennings County, Indiana, and charged with assault and battery after he participated in the Aug. 12  Unite the Right  hate rally. A lot of Nazis were identified following the violent protest in which Heather Heyer was murdered and left 19 others injured after another one of Trump s  very fine people  used his car as a weapon to mow down anti-racist protesters.Trump has repeatedly blamed  both sides  for the attack. Democrats and Republicans both condemned Trump s remarks.Last night, there was another torch rally in Charlottesville featuring human punching bag Richard Spencer. Videos and pictures are being circulated on social media. Although only about 30 Nazis showed up to intimidate the city again, they might suffer consequences for their actions, if identified. It s 2017, and we re witnessing Nazis storming down our streets and obviously, these Trump supporters aren t nice-time Nazis who use Hello Kitty computers.Like, for example, James Alex Fields, the 20-year-old Ohio man who was arrested on the day of the rally and charged with second-degree murder, among other counts, after driving a car into the crowd of anti-racists, killing Ms. Heyer. But Trump won t call it  terrorism  because they are his  very fine people. Mothersbaugh needs a new t-shirt which reads,  God, Guns, Trump, Prison. Image via Twitter. ",Fake
"Trump's son, close associates to appear before Senate WASHINGTON (Reuters) - President Donald Trump’s son Donald Trump Jr., son-in-law Jared Kushner and former campaign manager Paul Manafort have been asked to appear before U.S. Senate committees next week to answer questions about the campaign’s alleged connections to Russia, officials said on Wednesday. The three men are the closest associates of the president to be called to speak to lawmakers involved in probing Russian meddling in the 2016 U.S. presidential election and possible collusion with the Trump campaign. Trump, who came into office in January, has been dogged by allegations that his campaign officials were connected to Russia, which U.S. intelligence agencies have accused of interfering in last year’s election.  Trump has denied any collusion.  The U.S. Senate Judiciary Committee said on Wednesday that it had called Trump’s eldest son, Donald Trump Jr., and  Manafort to testify on July 26 at a hearing. The president’s son released emails earlier this month that showed him eagerly agreeing to meet last year with a woman he was told was a Russian government lawyer who might have damaging information about Democratic presidential candidate Hillary Clinton. The meeting was also attended by Manafort and Kushner, who is now a senior adviser at the White House. Kushner is scheduled to be interviewed by the Senate Intelligence Committee on Monday, July 24, behind closed doors. “Working with and being responsive to the schedules of the committees, we have arranged Mr. Kushner’s interview with the Senate for July 24,” Kushner’s attorney, Abbe Lowell, said in a statement. “He will continue to cooperate and appreciates the opportunity to assist in putting this matter to rest.” A special counsel, Robert Mueller, is also conducting an investigation of Russian meddling in the U.S. election and any collusion between Moscow and Trump’s campaign.  The issue has overshadowed Trump’s tenure in office and irritated the president, who told the New York Times on Wednesday that he would not have appointed ally and former Senator Jeff Sessions as attorney general if he had known Sessions would recuse himself from oversight of the Russia probe. “Sessions should have never recused himself, and if he was going to recuse himself, he should have told me before he took the job and I would have picked somebody else,” Trump said in the interview. Senator Sheldon Whitehouse, a Democratic member of the Judiciary Committee, said the committee’s hearing would enable the panel to begin to get testimony under oath. “There has been an enormous amount that has been said publicly but it’s not under oath, which means that people are free to omit matters or lie with relative impunity,” Whitehouse told CNN. The Senate Intelligence Committee is conducting one of the main investigations of Russia’s meddling in the 2016 U.S. election and possible collusion by Trump associates, but the Judiciary committee has been looking into related issues. The public Judiciary hearing on Wednesday will look into rules governing the registration of agents working for foreign governments in the United States and foreign attempts to influence U.S. elections. Chuck Grassley, the committee’s Republican chairman, has said he wanted to question the Trump associates, but has also raised concerns about why the Obama administration allowed Natalia Veselnitskaya, the Russian lawyer who attended the Trump Tower meeting in June, into the United States.  He also has called before the committee and threatened to subpoena Glenn Simpson, a co-founder of Fusion GPS, a firm that commissioned former British intelligence agent Christopher Steele to dig up opposition research on Trump, when he was a presidential candidate. ",Real
